City,Date,NO2,CO,SO2
Hyderabad,2017-04-15,29.2,0.16,15.79
Hyderabad,2017-04-16,28.75,0.15,14.29
Hyderabad,2017-04-17,41.41,0.23,23.3
Hyderabad,2017-04-18,45.1,0.25,22.43
Hyderabad,2017-04-19,27.79,0.14,9.25
Hyderabad,2017-04-20,35.29,0.12,15.24
Hyderabad,2017-04-21,37.88,0.13,15.64
Hyderabad,2017-04-22,42.5,0.19,19.01
Hyderabad,2017-04-23,42.34,0.16,23.97
Hyderabad,2017-04-24,40.89,0.17,19.79
Hyderabad,2017-04-25,42.61,0.18,27.37
Hyderabad,2017-04-26,51.82,0.06,19.33
Hyderabad,2017-04-27,45.42,0.19,22.7
Hyderabad,2017-04-28,23.58,0.09,5.2
Hyderabad,2017-04-29,29.07,0.09,10.98
Hyderabad,2017-04-30,25.71,0.1,11.4
Hyderabad,2017-05-01,26.4,0.09,11.13
Hyderabad,2017-05-02,21.73,0.1,5.69
Hyderabad,2017-05-03,25.09,0.11,4.14
Hyderabad,2017-05-04,26.06,0.15,8.28
Hyderabad,2017-05-05,24.97,0.15,8.41
Hyderabad,2017-05-06,25.56,0.11,11.54
Hyderabad,2017-05-07,12.86,0.09,6.91
Hyderabad,2017-05-08,18.72,0.06,10.16
Hyderabad,2017-05-09,41.36,0.06,10.25
Hyderabad,2017-05-10,56.78,0.16,5.59
Hyderabad,2017-05-11,72.96,0.14,3.96
Hyderabad,2017-05-12,36.6,0.15,4.51
Hyderabad,2017-05-13,38.77,0.14,5.92
Hyderabad,2017-05-14,42.42,0.15,4.93
Hyderabad,2017-05-15,30.94,0.11,6.38
Hyderabad,2017-05-16,41.07,0.11,9.81
Hyderabad,2017-05-17,38.74,0.11,8.88
Hyderabad,2017-05-18,50.64,0.13,11.25
Hyderabad,2017-05-19,49.46,0.11,12.25
Hyderabad,2017-05-20,48.49,0.11,10.89
Hyderabad,2017-05-21,47.98,0.16,10
Hyderabad,2017-05-22,51.56,0.13,8.43
Hyderabad,2017-05-23,66.04,0.15,12.73
Hyderabad,2017-05-24,70.75,0.17,9.6
Hyderabad,2017-05-25,45.01,0.09,4.46
Hyderabad,2017-05-26,47.81,0.1,7.28
Hyderabad,2017-05-27,30.37,0.07,4.17
Hyderabad,2017-05-28,35.91,0.09,6.47
Hyderabad,2017-05-29,42.99,0.06,5.75
Hyderabad,2017-05-30,46.38,0.06,10.87
Hyderabad,2017-05-31,22.84,0.05,2.78
Hyderabad,2017-06-01,25.83,0.06,1.66
Hyderabad,2017-06-02,22.7,0.07,3.03
Hyderabad,2017-06-03,19.42,0.07,2.33
Hyderabad,2017-06-04,24.08,0.08,4.09
Hyderabad,2017-06-05,19.2,0.07,6
Hyderabad,2017-06-06,21.89,0.09,4.06
Hyderabad,2017-06-07,11.7,0.07,3.66
Hyderabad,2017-06-08,19.22,0.08,2.68
Hyderabad,2017-06-09,20.03,0.08,5.5
Hyderabad,2017-06-10,15.62,0.1,3.68
Hyderabad,2017-06-11,15.56,0.09,2.04
Hyderabad,2017-06-12,8.47,0.07,3.57
Hyderabad,2017-06-13,17.19,0.13,4.03
Hyderabad,2017-06-14,16.5,0.25,3.87
Hyderabad,2017-06-15,18.12,0.21,3.98
Hyderabad,2017-06-16,14.66,0.19,3.1
Hyderabad,2017-06-17,16.86,0.23,4.67
Hyderabad,2017-06-18,15.24,0.17,4.33
Hyderabad,2017-06-19,11.6,0.17,3.95
Hyderabad,2017-06-20,12.26,0.14,3.67
Hyderabad,2017-06-21,14.39,0.14,11.12
Hyderabad,2017-06-22,18,0.16,4.17
Hyderabad,2017-06-23,15.64,0.18,5.22
Hyderabad,2017-06-24,11.31,0.16,5.26
Hyderabad,2017-06-25,13.1,0.15,5.17
Hyderabad,2017-06-26,10.8,0.14,5.22
Hyderabad,2017-06-27,11.63,0.09,5.31
Hyderabad,2017-06-28,14.13,0.09,13.04
Hyderabad,2017-06-29,12.42,0.18,5.66
Hyderabad,2017-06-30,11.15,0.14,5.22
Hyderabad,2017-07-01,12.28,0.14,3.86
Hyderabad,2017-07-02,11.87,0.13,6.13
Hyderabad,2017-07-03,13.33,0.17,6.91
Hyderabad,2017-07-04,13.28,0.15,13.54
Hyderabad,2017-07-05,12.88,0.16,13.72
Hyderabad,2017-07-06,14.12,0.18,7.07
Hyderabad,2017-07-07,16.09,0.17,5.99
Hyderabad,2017-07-08,15.37,0.15,6.05
Hyderabad,2017-07-09,14.82,0.16,6.71
Hyderabad,2017-07-10,17.03,0.19,7.42
Hyderabad,2017-07-11,16.31,0.16,6.56
Hyderabad,2017-07-12,15.3,0.15,5.86
Hyderabad,2017-07-13,12.53,0.17,5.98
Hyderabad,2017-07-14,13.56,0.14,5.01
Hyderabad,2017-07-15,11.48,0.14,6.85
Hyderabad,2017-07-16,8.45,0.17,6.48
Hyderabad,2017-07-17,12.06,0.16,4.3
Hyderabad,2017-07-18,10.62,0.15,2.97
Hyderabad,2017-07-19,12.4,0.15,3.27
Hyderabad,2017-07-20,9.5,0.14,3.09
Hyderabad,2017-07-21,9.71,0.15,4.23
Hyderabad,2017-07-22,10.08,0.15,5.05
Hyderabad,2017-07-23,11.72,0.15,2.96
Hyderabad,2017-07-24,12.84,0.15,4.5
Hyderabad,2017-07-25,10.9,0.17,4.66
Hyderabad,2017-07-26,12.98,0.18,4.65
Hyderabad,2017-07-27,13.97,0.16,6.12
Hyderabad,2017-07-28,14.04,0.17,3.6
Hyderabad,2017-07-29,14.93,0.17,4.23
Hyderabad,2017-07-30,16.64,0.2,5.83
Hyderabad,2017-07-31,18.87,0.21,5.04
Hyderabad,2017-08-01,17,0.21,5.57
Hyderabad,2017-08-02,13.74,0.2,10.67
Hyderabad,2017-08-03,10.34,0.17,5.77
Hyderabad,2017-08-04,18.12,0.17,5.55
Hyderabad,2017-08-05,20.12,0.18,6.57
Hyderabad,2017-08-06,22.47,0.17,14.85
Hyderabad,2017-08-07,21.64,0.23,4.69
Hyderabad,2017-08-08,19.65,0.22,6.76
Hyderabad,2017-08-09,16.75,0.27,3.85
Hyderabad,2017-08-10,11.51,0.19,5.41
Hyderabad,2017-08-11,15.61,0.24,6.22
Hyderabad,2017-08-12,14.19,0.25,5.1
Hyderabad,2017-08-13,15.64,0.22,4.33
Hyderabad,2017-08-14,14.29,0.23,5.62
Hyderabad,2017-08-15,13.37,0.22,5.23
Hyderabad,2017-08-16,12.73,0.18,4.97
Hyderabad,2017-08-17,15.13,0.17,5.32
Hyderabad,2017-08-18,16.09,0.17,4.95
Hyderabad,2017-08-19,11.78,0.12,4.84
Hyderabad,2017-08-20,8.85,0.15,4.18
Hyderabad,2017-08-21,11.31,0.16,4.88
Hyderabad,2017-08-22,15.13,0.19,6.04
Hyderabad,2017-08-23,16.07,0.16,5.01
Hyderabad,2017-08-24,17.43,0.21,4.59
Hyderabad,2017-08-25,11.42,0.18,3.8
Hyderabad,2017-08-26,9.53,0.12,3.99
Hyderabad,2017-08-27,10.5,0.17,4.87
Hyderabad,2017-08-28,9.12,0.17,4.25
Hyderabad,2017-08-29,9.26,0.12,4.4
Hyderabad,2017-08-30,10.14,0.17,4.36
Hyderabad,2017-08-31,13.14,0.21,12.8
Hyderabad,2017-09-01,14.34,0.23,5.16
Hyderabad,2017-09-02,16.47,0.22,13.58
Hyderabad,2017-09-03,12,0.17,6.44
Hyderabad,2017-09-04,16.95,0.21,4.92
Hyderabad,2017-09-05,14.47,0.18,5.04
Hyderabad,2017-09-06,19.22,0.19,4.97
Hyderabad,2017-09-07,19.8,0.21,5.23
Hyderabad,2017-09-08,19.17,0.18,4.57
Hyderabad,2017-09-09,15.23,0.19,5.02
Hyderabad,2017-09-10,15.66,0.09,3.32
Hyderabad,2017-09-11,15.36,0.21,4.19
Hyderabad,2017-09-12,15.27,0.11,4.17
Hyderabad,2017-09-13,17.06,0.07,5.03
Hyderabad,2017-09-14,15.62,0.05,5.09
Hyderabad,2017-09-15,15.22,0.06,4.68
Hyderabad,2017-09-16,13.77,0.06,13.08
Hyderabad,2017-09-17,12.72,0.04,3.3
Hyderabad,2017-09-18,10.48,0.04,4.37
Hyderabad,2017-09-19,10.5,0.05,4.24
Hyderabad,2017-09-20,10.86,0.05,5.12
Hyderabad,2017-09-21,11.41,0.05,4.06
Hyderabad,2017-09-22,15.36,0.03,4.59
Hyderabad,2017-09-23,17.97,0,5.13
Hyderabad,2017-09-24,19.98,0,5.99
Hyderabad,2017-09-25,20.38,0,5.73
Hyderabad,2017-09-26,20.98,0,7.2
Hyderabad,2017-09-27,23.27,0,6.41
Hyderabad,2017-09-28,20.69,0,5.29
Hyderabad,2017-09-29,18.5,0,4.87
Hyderabad,2017-09-30,17.45,0,5.4
Hyderabad,2017-10-01,11.81,0.26,5.12
Hyderabad,2017-10-02,11.9,0.16,3.37
Hyderabad,2017-10-03,18.96,0.34,6.88
Hyderabad,2017-10-04,22.44,0.66,10.46
Hyderabad,2017-10-05,22.79,0.33,8.94
Hyderabad,2017-10-06,19.44,0.21,5.7
Hyderabad,2017-10-07,24.12,0.57,7.36
Hyderabad,2017-10-08,24.14,0.29,19.21
Hyderabad,2017-10-09,17.7,0.36,4.24
Hyderabad,2017-10-10,24.18,0.1,8.63
Hyderabad,2017-10-11,25.01,0.19,4.3
Hyderabad,2017-10-12,26.83,0.11,4.2
Hyderabad,2017-10-13,19.29,0.08,2.36
Hyderabad,2017-10-14,25.1,0.1,2.46
Hyderabad,2017-10-15,22.1,0.06,4.4
Hyderabad,2017-10-16,45.32,0.1,18.9
Hyderabad,2017-10-17,36.5,0.15,11.19
Hyderabad,2017-10-18,34.49,0.12,4.82
Hyderabad,2017-10-19,30.6,0.31,5.43
Hyderabad,2017-10-20,20.04,0.06,2.02
Hyderabad,2017-10-21,18.74,0.1,10.49
Hyderabad,2017-10-22,17.27,0.07,3.29
Hyderabad,2017-10-23,21.46,0.19,5.28
Hyderabad,2017-10-24,24.35,0.06,5.02
Hyderabad,2017-10-25,48.16,0.03,9.07
Hyderabad,2017-10-26,34.37,0.04,6.6
Hyderabad,2017-10-27,24.22,0.08,13.15
Hyderabad,2017-10-28,40.69,0.08,11.15
Hyderabad,2017-10-29,25.47,0.12,7.7
Hyderabad,2017-10-30,,0,
Hyderabad,2017-10-31,43.37,0.79,16.79
Hyderabad,2017-11-01,46.37,1.19,14.94
Hyderabad,2017-11-02,37.68,1.06,17.59
Hyderabad,2017-11-03,37.44,1.04,20.33
Hyderabad,2017-11-04,35.86,0.58,13.5
Hyderabad,2017-11-05,31.18,0.52,13.78
Hyderabad,2017-11-06,39.1,0.58,15.11
Hyderabad,2017-11-07,43.63,0.68,11.95
Hyderabad,2017-11-08,40.59,0.57,17.4
Hyderabad,2017-11-09,39.12,0.59,16.53
Hyderabad,2017-11-10,35.39,0.59,22.05
Hyderabad,2017-11-11,42.21,0.63,27.55
Hyderabad,2017-11-12,42.84,0.74,21.15
Hyderabad,2017-11-13,37.83,0.74,17.25
Hyderabad,2017-11-14,39.01,0.83,20.01
Hyderabad,2017-11-15,36.07,0.68,16.76
Hyderabad,2017-11-16,34.29,0.58,13.31
Hyderabad,2017-11-17,33.87,0.61,14.81
Hyderabad,2017-11-18,32.58,0.65,11.42
Hyderabad,2017-11-19,34.18,0.72,10.46
Hyderabad,2017-11-20,36.84,0.82,10.05
Hyderabad,2017-11-21,39.07,0.81,8.34
Hyderabad,2017-11-22,32.25,0.7,14.21
Hyderabad,2017-11-23,37.91,0.76,18.61
Hyderabad,2017-11-24,35.4,0.76,12.78
Hyderabad,2017-11-25,37.5,0.71,13.35
Hyderabad,2017-11-26,50.36,0.9,10.47
Hyderabad,2017-11-27,52.99,0.86,15.16
Hyderabad,2017-11-28,54.18,0.9,16.7
Hyderabad,2017-11-29,45.7,0.81,15
Hyderabad,2017-11-30,45.03,0.82,14.09
Hyderabad,2017-12-01,37.15,0.8,14.25
Hyderabad,2017-12-02,35.14,0.76,10.97
Hyderabad,2017-12-03,38.05,0.8,9.54
Hyderabad,2017-12-04,37.31,0.78,12.21
Hyderabad,2017-12-05,29.67,0.7,13.2
Hyderabad,2017-12-06,30.32,0.72,13.15
Hyderabad,2017-12-07,40.86,0.91,16.11
Hyderabad,2017-12-08,39.18,0.8,24.61
Hyderabad,2017-12-09,38.26,0.77,19.03
Hyderabad,2017-12-10,37.26,0.69,22.76
Hyderabad,2017-12-11,48.48,1.05,22.48
Hyderabad,2017-12-12,62.23,1.19,12.94
Hyderabad,2017-12-13,50.13,1,8.51
Hyderabad,2017-12-14,39.48,0.92,7.88
Hyderabad,2017-12-15,38.85,0.77,7.52
Hyderabad,2017-12-16,48.12,0.88,8.56
Hyderabad,2017-12-17,47.26,0.8,12.3
Hyderabad,2017-12-18,37.36,0.59,22.04
Hyderabad,2017-12-19,49.48,0.7,24.06
Hyderabad,2017-12-20,67.71,1.33,21.88
Hyderabad,2017-12-21,68.63,1.4,16.67
Hyderabad,2017-12-22,73.32,1.4,16.21
Hyderabad,2017-12-23,65.66,1.26,15.01
Hyderabad,2017-12-24,63.74,1.14,10.11
Hyderabad,2017-12-25,56.9,1.13,8.51
Hyderabad,2017-12-26,53.18,0.87,18.35
Hyderabad,2017-12-27,55.68,0.85,16.26
Hyderabad,2017-12-28,60.71,0.93,14.18
Hyderabad,2017-12-29,67.12,1.09,10.66
Hyderabad,2017-12-30,67.32,1.1,9.62
Hyderabad,2017-12-31,62.26,1.02,8.17
Hyderabad,2018-01-01,54.46,0.99,11.25
Hyderabad,2018-01-02,51.51,0.92,9.44
Hyderabad,2018-01-03,46.8,0.83,10.52
Hyderabad,2018-01-04,60.89,1,17.34
Hyderabad,2018-01-05,63.88,1.05,15.67
Hyderabad,2018-01-06,63.11,1.1,12.81
Hyderabad,2018-01-07,55.39,1.03,11.62
Hyderabad,2018-01-08,51.85,0.98,9.28
Hyderabad,2018-01-09,53.96,0.95,10.51
Hyderabad,2018-01-10,53.36,1.03,12.71
Hyderabad,2018-01-11,59.3,1.04,17.13
Hyderabad,2018-01-12,64.97,1.09,17.29
Hyderabad,2018-01-13,59.98,1.19,20.89
Hyderabad,2018-01-14,54.79,1.16,13.76
Hyderabad,2018-01-15,37.89,0.83,7.43
Hyderabad,2018-01-16,39.7,0.92,9.12
Hyderabad,2018-01-17,45.06,0.87,10.5
Hyderabad,2018-01-18,55.84,0.99,13.02
Hyderabad,2018-01-19,56.03,0.9,17.29
Hyderabad,2018-01-20,60.93,1,23.32
Hyderabad,2018-01-21,56.67,0.95,13.76
Hyderabad,2018-01-22,50.74,0.89,9.28
Hyderabad,2018-01-23,46.04,0.71,6.93
Hyderabad,2018-01-24,42.71,0.71,9.52
Hyderabad,2018-01-25,54.52,0.89,16.47
Hyderabad,2018-01-26,56.49,0.91,19.6
Hyderabad,2018-01-27,55.38,1.45,13.62
Hyderabad,2018-01-28,49.3,0.85,9.02
Hyderabad,2018-01-29,46.08,0.84,8.69
Hyderabad,2018-01-30,51.91,0.68,16.9
Hyderabad,2018-01-31,59.99,1,20.33
Hyderabad,2018-02-01,67.8,1.1,22.37
Hyderabad,2018-02-02,68.01,0.99,16.85
Hyderabad,2018-02-03,53.31,0.8,9.51
Hyderabad,2018-02-04,41.49,0.73,9.46
Hyderabad,2018-02-05,43.96,0.73,8.16
Hyderabad,2018-02-06,58.09,0.86,9.68
Hyderabad,2018-02-07,72.8,0.99,13.6
Hyderabad,2018-02-08,59.37,0.84,13.52
Hyderabad,2018-02-09,55.81,0.87,13.92
Hyderabad,2018-02-10,53.5,0.82,13.07
Hyderabad,2018-02-11,28.9,0.6,8.55
Hyderabad,2018-02-12,20.55,0.61,6.61
Hyderabad,2018-02-13,31.98,0.61,6.53
Hyderabad,2018-02-14,44.77,0.76,8.3
Hyderabad,2018-02-15,48.93,0.84,12.88
Hyderabad,2018-02-16,51.24,0.81,17.02
Hyderabad,2018-02-17,60.23,0.92,20.36
Hyderabad,2018-02-18,58.63,1.02,10.27
Hyderabad,2018-02-19,44.16,0.77,7.39
Hyderabad,2018-02-20,41.75,0.74,6.36
Hyderabad,2018-02-21,46.91,0.85,7.37
Hyderabad,2018-02-22,49.21,0.88,8.69
Hyderabad,2018-02-23,48,0.85,8.18
Hyderabad,2018-02-24,43.62,0.7,8.22
Hyderabad,2018-02-25,51.65,0.76,7.54
Hyderabad,2018-02-26,65.82,1.09,9.89
Hyderabad,2018-02-27,67.65,1.16,14.95
Hyderabad,2018-02-28,70.43,1.3,12.91
Hyderabad,2018-03-01,65.26,1.12,11.14
Hyderabad,2018-03-02,56.01,1.06,10.18
Hyderabad,2018-03-03,45.04,0.88,9.79
Hyderabad,2018-03-04,49.19,0.94,9.17
Hyderabad,2018-03-05,45.37,0.89,8.88
Hyderabad,2018-03-06,38.91,0.74,9.83
Hyderabad,2018-03-07,43.04,0.79,7.58
Hyderabad,2018-03-08,49.93,0.92,7.22
Hyderabad,2018-03-09,52.67,0.96,6.03
Hyderabad,2018-03-10,49.74,1.02,7.24
Hyderabad,2018-03-11,35.56,0.79,6.94
Hyderabad,2018-03-12,40.44,0.67,5.14
Hyderabad,2018-03-13,41.84,0.71,5.62
Hyderabad,2018-03-14,45.05,0.85,7.43
Hyderabad,2018-03-15,37.4,0.77,8.79
Hyderabad,2018-03-16,39.37,0.86,14.59
Hyderabad,2018-03-17,33.36,0.76,5.86
Hyderabad,2018-03-18,32.85,0.7,4.84
Hyderabad,2018-03-19,41.03,0.83,5.87
Hyderabad,2018-03-20,47.03,0.87,7.01
Hyderabad,2018-03-21,45.49,0.89,11.32
Hyderabad,2018-03-22,52.52,0.86,13.35
Hyderabad,2018-03-23,58.35,1.01,16.25
Hyderabad,2018-03-24,63.27,1.05,16.63
Hyderabad,2018-03-25,49.1,0.98,10.47
Hyderabad,2018-03-26,39.51,0.84,7.69
Hyderabad,2018-03-27,44.63,0.79,9.57
Hyderabad,2018-03-28,40.84,0.75,9.65
Hyderabad,2018-03-29,48.19,0.91,9.33
Hyderabad,2018-03-30,40.32,0.81,7.54
Hyderabad,2018-03-31,41.99,0.83,7.47
Hyderabad,2018-04-01,31.47,0.63,5.79
Hyderabad,2018-04-02,38.98,0.72,5.28
Hyderabad,2018-04-03,40.96,0.78,5.64
Hyderabad,2018-04-04,39.39,0.72,5.82
Hyderabad,2018-04-05,36.55,0.67,4.72
Hyderabad,2018-04-06,42.39,0.74,5.68
Hyderabad,2018-04-07,50.76,0.76,9.13
Hyderabad,2018-04-08,35.94,0.67,5.05
Hyderabad,2018-04-09,41.16,0.71,6.94
Hyderabad,2018-04-10,38.69,0.79,6.42
Hyderabad,2018-04-11,31.01,0.68,6.12
Hyderabad,2018-04-12,42.54,0.67,7.29
Hyderabad,2018-04-13,33.9,0.56,5.19
Hyderabad,2018-04-14,30.02,0.69,4.9
Hyderabad,2018-04-15,31.86,0.83,5.47
Hyderabad,2018-04-16,45.36,0.9,8.34
Hyderabad,2018-04-17,38.79,0.72,5.64
Hyderabad,2018-04-18,35.18,0.61,9.98
Hyderabad,2018-04-19,44.05,0.77,10.51
Hyderabad,2018-04-20,44.88,0.86,9.2
Hyderabad,2018-04-21,51.13,0.9,10.1
Hyderabad,2018-04-22,39.3,0.75,7.55
Hyderabad,2018-04-23,28.02,0.56,6.52
Hyderabad,2018-04-24,35.48,0.54,6.92
Hyderabad,2018-04-25,29.59,0.6,6.07
Hyderabad,2018-04-26,35.66,0.62,6.99
Hyderabad,2018-04-27,35.85,0.68,7.12
Hyderabad,2018-04-28,30.66,0.52,6.84
Hyderabad,2018-04-29,30.99,0.59,7.72
Hyderabad,2018-04-30,39.52,0.7,9.74
Hyderabad,2018-05-01,32.08,0.57,7.94
Hyderabad,2018-05-02,31.21,0.7,5.92
Hyderabad,2018-05-03,27.73,0.56,5.45
Hyderabad,2018-05-04,31.67,0.62,6.1
Hyderabad,2018-05-05,30.11,0.6,5.94
Hyderabad,2018-05-06,28.95,0.58,6.47
Hyderabad,2018-05-07,28.72,0.58,6.91
Hyderabad,2018-05-08,43.5,0.97,7.8
Hyderabad,2018-05-09,37.73,0.67,6.11
Hyderabad,2018-05-10,31.53,0.63,5.28
Hyderabad,2018-05-11,31.48,0.66,6.44
Hyderabad,2018-05-12,31.04,0.64,5.79
Hyderabad,2018-05-13,32.48,0.74,6.11
Hyderabad,2018-05-14,26.02,0.64,5.38
Hyderabad,2018-05-15,24.04,0.68,4.84
Hyderabad,2018-05-16,33.42,0.78,8.26
Hyderabad,2018-05-17,41.31,0.9,9.18
Hyderabad,2018-05-18,35.51,0.62,6.93
Hyderabad,2018-05-19,37.25,0.69,8.04
Hyderabad,2018-05-20,29.22,0.62,6.25
Hyderabad,2018-05-21,32.24,0.91,6.97
Hyderabad,2018-05-22,27.06,0.69,7.04
Hyderabad,2018-05-23,33.71,0.83,6.22
Hyderabad,2018-05-24,32.39,0.78,6.42
Hyderabad,2018-05-25,31.54,0.76,6.99
Hyderabad,2018-05-26,25.79,0.69,4.39
Hyderabad,2018-05-27,26.65,0.78,6.26
Hyderabad,2018-05-28,25.45,0.72,5.77
Hyderabad,2018-05-29,28.48,0.64,6.41
Hyderabad,2018-05-30,26.77,0.58,6.53
Hyderabad,2018-05-31,25.25,0.83,5.81
Hyderabad,2018-06-01,31.53,0.64,6.76
Hyderabad,2018-06-02,35.45,0.77,6.87
Hyderabad,2018-06-03,29.14,0.62,7.11
Hyderabad,2018-06-04,26.22,0.56,7.1
Hyderabad,2018-06-05,30.16,0.62,7.18
Hyderabad,2018-06-06,29.59,0.64,7.06
Hyderabad,2018-06-07,22.53,0.61,5.17
Hyderabad,2018-06-08,22.16,0.71,6.1
Hyderabad,2018-06-09,22.16,0.68,6.84
Hyderabad,2018-06-10,20.62,0.64,7.35
Hyderabad,2018-06-11,23.24,0.66,8.45
Hyderabad,2018-06-12,23.7,0.66,10.11
Hyderabad,2018-06-13,21.31,0.6,7.58
Hyderabad,2018-06-14,23.31,0.54,8.26
Hyderabad,2018-06-15,20.05,0.57,9.66
Hyderabad,2018-06-16,20.48,0.6,8.96
Hyderabad,2018-06-17,20.32,0.57,9.83
Hyderabad,2018-06-18,20.17,0.58,8.6
Hyderabad,2018-06-19,18.2,0.53,6.94
Hyderabad,2018-06-20,21.39,0.44,6.5
Hyderabad,2018-06-21,22.02,0.46,6.21
Hyderabad,2018-06-22,28.03,0.49,6.19
Hyderabad,2018-06-23,23.78,0.36,6.35
Hyderabad,2018-06-24,20.56,0.23,6.42
Hyderabad,2018-06-25,20.7,0.27,6.36
Hyderabad,2018-06-26,23.21,0.26,5.93
Hyderabad,2018-06-27,28.07,0.26,4.6
Hyderabad,2018-06-28,24.39,0.28,5.05
Hyderabad,2018-06-29,22.68,0.3,5.38
Hyderabad,2018-06-30,26.4,0.33,6.64
Hyderabad,2018-07-01,27.03,0.3,7.1
Hyderabad,2018-07-02,24.21,0.24,5.74
Hyderabad,2018-07-03,23.43,0.26,5.56
Hyderabad,2018-07-04,22.07,0.35,5.95
Hyderabad,2018-07-05,22.74,0.25,6.07
Hyderabad,2018-07-06,26,0.3,5.06
Hyderabad,2018-07-07,27.25,0.34,5.19
Hyderabad,2018-07-08,25.11,0.28,5.61
Hyderabad,2018-07-09,23.21,0.22,5.45
Hyderabad,2018-07-10,21.7,0.25,5.47
Hyderabad,2018-07-11,23.04,0.3,4.83
Hyderabad,2018-07-12,22.14,0.25,4.96
Hyderabad,2018-07-13,20.22,0.27,6.21
Hyderabad,2018-07-14,26.02,0.28,6.88
Hyderabad,2018-07-15,25.58,0.31,6.66
Hyderabad,2018-07-16,21.19,0.37,8.75
Hyderabad,2018-07-17,20.54,0.26,6.46
Hyderabad,2018-07-18,22.64,0.27,6.95
Hyderabad,2018-07-19,21.97,0.26,7.32
Hyderabad,2018-07-20,22.18,0.31,9.52
Hyderabad,2018-07-21,23.18,0.3,9.11
Hyderabad,2018-07-22,22.42,0.28,9.22
Hyderabad,2018-07-23,21.69,0.26,7.41
Hyderabad,2018-07-24,21.03,0.32,5.87
Hyderabad,2018-07-25,20.4,0.26,6.55
Hyderabad,2018-07-26,20.64,0.29,7.06
Hyderabad,2018-07-27,24.38,0.27,6.46
Hyderabad,2018-07-28,22.38,0.28,6.09
Hyderabad,2018-07-29,28.86,0.38,7.2
Hyderabad,2018-07-30,25.61,0.32,6.79
Hyderabad,2018-07-31,25.13,0.27,6.8
Hyderabad,2018-08-01,25.54,0.28,6.2
Hyderabad,2018-08-02,27.27,0.36,6.61
Hyderabad,2018-08-03,28.85,0.31,7.02
Hyderabad,2018-08-04,25.39,0.28,6.63
Hyderabad,2018-08-05,27.06,0.31,6.37
Hyderabad,2018-08-06,23.75,0.29,7.05
Hyderabad,2018-08-07,24.24,0.3,8.15
Hyderabad,2018-08-08,24.82,0.28,7.42
Hyderabad,2018-08-09,27.7,0.36,5.9
Hyderabad,2018-08-10,24.89,0.31,6.07
Hyderabad,2018-08-11,24.46,0.28,6.09
Hyderabad,2018-08-12,18.71,0.31,6.15
Hyderabad,2018-08-13,17.79,0.32,6.65
Hyderabad,2018-08-14,27.16,0.31,7.29
Hyderabad,2018-08-15,17.62,0.35,10.13
Hyderabad,2018-08-16,19.87,0.3,5.69
Hyderabad,2018-08-17,20.71,0.3,7.17
Hyderabad,2018-08-18,17.73,0.29,8
Hyderabad,2018-08-19,24.8,0.32,6.84
Hyderabad,2018-08-20,21.95,0.27,5.98
Hyderabad,2018-08-21,19.61,0.25,6.73
Hyderabad,2018-08-22,22.71,0.29,8.08
Hyderabad,2018-08-23,23.7,0.29,8.73
Hyderabad,2018-08-24,24.14,0.31,8.55
Hyderabad,2018-08-25,25.68,0.29,7.55
Hyderabad,2018-08-26,24.79,0.27,7.85
Hyderabad,2018-08-27,27.1,0.3,7.61
Hyderabad,2018-08-28,27.6,0.28,6.97
Hyderabad,2018-08-29,26.87,0.29,8.39
Hyderabad,2018-08-30,26.52,0.29,8.85
Hyderabad,2018-08-31,27.25,0.3,7.13
Hyderabad,2018-09-01,26.37,0.31,8.74
Hyderabad,2018-09-02,25.86,0.34,6.4
Hyderabad,2018-09-03,23.73,0.34,7.13
Hyderabad,2018-09-04,25.6,0.31,7.74
Hyderabad,2018-09-05,26.36,0.38,8.05
Hyderabad,2018-09-06,26.76,0.31,7.84
Hyderabad,2018-09-07,22.74,0.32,7.79
Hyderabad,2018-09-08,18.35,0.33,9.3
Hyderabad,2018-09-09,24.19,0.42,8.8
Hyderabad,2018-09-10,32.15,0.46,7.75
Hyderabad,2018-09-11,38.45,0.57,6.42
Hyderabad,2018-09-12,35.45,0.59,5.67
Hyderabad,2018-09-13,36.44,0.6,6
Hyderabad,2018-09-14,36.56,0.53,7.04
Hyderabad,2018-09-15,36.45,0.51,6.77
Hyderabad,2018-09-16,33.93,0.5,7.78
Hyderabad,2018-09-17,22.67,0.41,8.41
Hyderabad,2018-09-18,25.48,0.45,6.81
Hyderabad,2018-09-19,31.56,0.45,6.9
Hyderabad,2018-09-20,30.3,0.42,7.14
Hyderabad,2018-09-21,27.55,0.38,8.39
Hyderabad,2018-09-22,23.11,0.34,6.23
Hyderabad,2018-09-23,27.46,0.44,6.13
Hyderabad,2018-09-24,36.88,0.62,5.85
Hyderabad,2018-09-25,38.18,0.66,6.42
Hyderabad,2018-09-26,44.83,0.8,8.2
Hyderabad,2018-09-27,36.52,0.54,6.93
Hyderabad,2018-09-28,38.03,0.58,7.03
Hyderabad,2018-09-29,38.38,0.64,7.08
Hyderabad,2018-09-30,37.28,0.62,9.16
Hyderabad,2018-10-01,38.16,0.5,7.78
Hyderabad,2018-10-02,33.16,0.49,5.89
Hyderabad,2018-10-03,32.41,0.45,5.74
Hyderabad,2018-10-04,33.83,0.45,5.14
Hyderabad,2018-10-05,34.47,0.43,6.26
